"year","zone","indicator","measure","value"
"2007","S01002114","With Single Adult Discounts","Count",59
"2008","S01002114","With Single Adult Discounts","Count",61
"2008","S01002114","With 'Occupied Exemptions'","Count",1
"2010","S01002114","With 'Occupied Exemptions'","Count",2
"2009","S01002114","With Single Adult Discounts","Count",61
"2013","S01002114","Which Are Occupied","Count",274
"2010","S01002114","With Single Adult Discounts","Count",62
"2011","S01002114","With Single Adult Discounts","Count",56
"2012","S01002114","With 'Occupied Exemptions'","Count",2
"2007","S01002114","With 'Occupied Exemptions'","Count",3
"2012","S01002114","With Single Adult Discounts","Count",55
"2014","S01002114","With 'Occupied Exemptions'","Count",5
"2013","S01002114","With Single Adult Discounts","Count",60
"2011","S01002114","Which Are Occupied","Count",275
"2014","S01002114","With Single Adult Discounts","Count",58
"2010","S01002114","Which Are Occupied","Count",274
"2011","S01002114","Which Are Second Homes","Count",1
"2010","S01002114","Which Are Vacant","Count",1
"2007","S01002114","Which Are Occupied","Count",274
"2007","S01002114","Which Are Second Homes","Count",2
"2014","S01002114","Which Are Vacant","Count",2
"2007","S01002114","Which Are Vacant","Count",1
"2008","S01002114","Which Are Vacant","Count",7
"2011","S01002114","Which Are Vacant","Count",1
"2012","S01002114","Which Are Vacant","Count",3
"2011","S01002114","With 'Occupied Exemptions'","Count",2
"2008","S01002114","Which Are Second Homes","Count",2
"2014","S01002114","Which Are Second Homes","Count",0
"2014","S01002114","Which Are Occupied","Count",274
"2009","S01002114","Which Are Vacant","Count",4
"2013","S01002114","Which Are Vacant","Count",3
"2010","S01002114","Total Dwellings","Count",276
"2008","S01002114","Total Dwellings","Count",277
"2007","S01002114","Total Dwellings","Count",277
"2014","S01002114","Total Dwellings","Count",276
"2013","S01002114","Total Dwellings","Count",277
"2012","S01002114","Total Dwellings","Count",277
"2011","S01002114","Total Dwellings","Count",277
"2009","S01002114","Total Dwellings","Count",276
"2008","S01002114","Which Are Occupied","Count",268
"2013","S01002114","Which Are Second Homes","Count",0
"2009","S01002114","Which Are Second Homes","Count",0
"2009","S01002114","With 'Occupied Exemptions'","Count",2
"2012","S01002114","Which Are Occupied","Count",271
"2010","S01002114","Which Are Second Homes","Count",1
"2013","S01002114","With 'Occupied Exemptions'","Count",5
"2012","S01002114","Which Are Second Homes","Count",2
"2007","S01002114","Which Are Occupied","Ratio",99
"2013","S01002114","Which Are Occupied","Ratio",99
"2010","S01002114","Which Are Occupied","Ratio",99
"2011","S01002114","Which Are Occupied","Ratio",99
"2008","S01002114","Which Are Occupied","Ratio",97
"2009","S01002114","Which Are Occupied","Ratio",98
"2014","S01002114","Which Are Occupied","Ratio",99
"2012","S01002114","Which Are Occupied","Ratio",98
"2011","S01002114","With 'Occupied Exemptions'","Ratio",1
"2008","S01002114","With 'Occupied Exemptions'","Ratio",0
"2007","S01002114","With 'Occupied Exemptions'","Ratio",1
"2010","S01002114","With 'Occupied Exemptions'","Ratio",1
"2014","S01002114","With 'Occupied Exemptions'","Ratio",2
"2013","S01002114","With 'Occupied Exemptions'","Ratio",2
"2012","S01002114","With 'Occupied Exemptions'","Ratio",1
"2009","S01002114","With 'Occupied Exemptions'","Ratio",1
"2014","S01002114","Which Are Second Homes","Ratio",0
"2011","S01002114","Which Are Second Homes","Ratio",0
"2012","S01002114","Which Are Second Homes","Ratio",1
"2008","S01002114","Which Are Second Homes","Ratio",1
"2009","S01002114","Which Are Second Homes","Ratio",0
"2010","S01002114","Which Are Second Homes","Ratio",0
"2013","S01002114","Which Are Second Homes","Ratio",0
"2007","S01002114","Which Are Second Homes","Ratio",1
"2007","S01002114","With Single Adult Discounts","Ratio",21
"2008","S01002114","With Single Adult Discounts","Ratio",22
"2009","S01002114","With Single Adult Discounts","Ratio",22
"2010","S01002114","With Single Adult Discounts","Ratio",22
"2011","S01002114","With Single Adult Discounts","Ratio",20
"2012","S01002114","With Single Adult Discounts","Ratio",20
"2013","S01002114","With Single Adult Discounts","Ratio",22
"2014","S01002114","With Single Adult Discounts","Ratio",21
"2007","S01002114","Which Are Vacant","Ratio",0
"2012","S01002114","Which Are Vacant","Ratio",1
"2009","S01002114","Which Are Vacant","Ratio",2
"2008","S01002114","Which Are Vacant","Ratio",2
"2011","S01002114","Which Are Vacant","Ratio",0
"2014","S01002114","Which Are Vacant","Ratio",1
"2013","S01002114","Which Are Vacant","Ratio",1
"2010","S01002114","Which Are Vacant","Ratio",0
"2012","S01002115","With Single Adult Discounts","Count",176
"2011","S01002115","With Single Adult Discounts","Count",178
"2009","S01002115","With Single Adult Discounts","Count",182
"2013","S01002115","Which Are Occupied","Count",514
"2008","S01002115","Which Are Occupied","Count",502
"2008","S01002115","With Single Adult Discounts","Count",196
"2013","S01002115","With Single Adult Discounts","Count",190
"2007","S01002115","With Single Adult Discounts","Count",173
"2013","S01002115","With 'Occupied Exemptions'","Count",39
"2011","S01002115","With 'Occupied Exemptions'","Count",43
"2011","S01002115","Which Are Occupied","Count",502
"2014","S01002115","With Single Adult Discounts","Count",178
"2009","S01002115","With 'Occupied Exemptions'","Count",44
"2008","S01002115","With 'Occupied Exemptions'","Count",43
"2010","S01002115","With Single Adult Discounts","Count",185
"2009","S01002115","Which Are Occupied","Count",505
"2007","S01002115","Which Are Second Homes","Count",26
"2009","S01002115","Which Are Vacant","Count",10
"2010","S01002115","Which Are Occupied","Count",512
"2012","S01002115","Which Are Occupied","Count",508
"2012","S01002115","Which Are Vacant","Count",20
"2008","S01002115","Which Are Second Homes","Count",24
"2007","S01002115","Which Are Occupied","Count",503
"2009","S01002115","Which Are Second Homes","Count",27
"2008","S01002115","Which Are Vacant","Count",18
"2013","S01002115","Which Are Vacant","Count",22
"2007","S01002115","Which Are Vacant","Count",15
"2014","S01002115","Which Are Occupied","Count",518
"2010","S01002115","Which Are Vacant","Count",7
"2014","S01002115","Which Are Vacant","Count",23
"2010","S01002115","Which Are Second Homes","Count",27
"2011","S01002115","Which Are Vacant","Count",14
"2012","S01002115","Total Dwellings","Count",561
"2011","S01002115","Total Dwellings","Count",549
"2009","S01002115","Total Dwellings","Count",542
"2013","S01002115","Total Dwellings","Count",563
"2008","S01002115","Total Dwellings","Count",544
"2014","S01002115","Total Dwellings","Count",569
"2007","S01002115","Total Dwellings","Count",544
"2010","S01002115","Total Dwellings","Count",545
"2011","S01002115","Which Are Second Homes","Count",33
"2014","S01002115","With 'Occupied Exemptions'","Count",41
"2010","S01002115","With 'Occupied Exemptions'","Count",42
"2012","S01002115","Which Are Second Homes","Count",33
"2012","S01002115","With 'Occupied Exemptions'","Count",43
"2013","S01002115","Which Are Second Homes","Count",28
"2014","S01002115","Which Are Second Homes","Count",28
"2007","S01002115","With 'Occupied Exemptions'","Count",51
"2009","S01002115","Which Are Occupied","Ratio",93
"2010","S01002115","Which Are Occupied","Ratio",94
"2013","S01002115","Which Are Occupied","Ratio",91
"2008","S01002115","Which Are Occupied","Ratio",92
"2014","S01002115","Which Are Occupied","Ratio",91
"2012","S01002115","Which Are Occupied","Ratio",91
"2007","S01002115","Which Are Occupied","Ratio",92
"2011","S01002115","Which Are Occupied","Ratio",91
"2011","S01002115","With 'Occupied Exemptions'","Ratio",8
"2008","S01002115","With 'Occupied Exemptions'","Ratio",8
"2010","S01002115","With 'Occupied Exemptions'","Ratio",8
"2007","S01002115","With 'Occupied Exemptions'","Ratio",9
"2014","S01002115","With 'Occupied Exemptions'","Ratio",7
"2012","S01002115","With 'Occupied Exemptions'","Ratio",8
"2009","S01002115","With 'Occupied Exemptions'","Ratio",8
"2013","S01002115","With 'Occupied Exemptions'","Ratio",7
"2007","S01002115","Which Are Second Homes","Ratio",5
"2008","S01002115","Which Are Second Homes","Ratio",4
"2009","S01002115","Which Are Second Homes","Ratio",5
"2010","S01002115","Which Are Second Homes","Ratio",5
"2011","S01002115","Which Are Second Homes","Ratio",6
"2012","S01002115","Which Are Second Homes","Ratio",6
"2013","S01002115","Which Are Second Homes","Ratio",5
"2014","S01002115","Which Are Second Homes","Ratio",5
"2013","S01002115","With Single Adult Discounts","Ratio",34
"2012","S01002115","With Single Adult Discounts","Ratio",31
"2007","S01002115","With Single Adult Discounts","Ratio",32
"2014","S01002115","With Single Adult Discounts","Ratio",31
"2009","S01002115","With Single Adult Discounts","Ratio",34
"2010","S01002115","With Single Adult Discounts","Ratio",34
"2011","S01002115","With Single Adult Discounts","Ratio",32
"2008","S01002115","With Single Adult Discounts","Ratio",36
"2011","S01002115","Which Are Vacant","Ratio",3
"2009","S01002115","Which Are Vacant","Ratio",2
"2008","S01002115","Which Are Vacant","Ratio",3
"2012","S01002115","Which Are Vacant","Ratio",4
"2013","S01002115","Which Are Vacant","Ratio",4
"2014","S01002115","Which Are Vacant","Ratio",4
"2007","S01002115","Which Are Vacant","Ratio",3
"2010","S01002115","Which Are Vacant","Ratio",1
"2007","S01002116","With 'Occupied Exemptions'","Count",11
"2008","S01002116","With 'Occupied Exemptions'","Count",11
"2009","S01002116","With 'Occupied Exemptions'","Count",7
"2010","S01002116","With 'Occupied Exemptions'","Count",10
"2011","S01002116","With 'Occupied Exemptions'","Count",13
"2012","S01002116","With 'Occupied Exemptions'","Count",12
"2013","S01002116","With 'Occupied Exemptions'","Count",15
"2014","S01002116","With 'Occupied Exemptions'","Count",15
"2012","S01002116","Which Are Second Homes","Count",0
"2009","S01002116","Which Are Second Homes","Count",5
"2014","S01002116","Which Are Second Homes","Count",0
"2011","S01002116","Which Are Second Homes","Count",2
"2007","S01002116","Which Are Second Homes","Count",2
"2013","S01002116","Which Are Second Homes","Count",5
"2010","S01002116","Which Are Second Homes","Count",4
"2008","S01002116","Which Are Second Homes","Count",2
"2009","S01002116","With Single Adult Discounts","Count",154
"2010","S01002116","With Single Adult Discounts","Count",156
"2011","S01002116","With Single Adult Discounts","Count",150
"2007","S01002116","With Single Adult Discounts","Count",176
"2014","S01002116","With Single Adult Discounts","Count",154
"2012","S01002116","With Single Adult Discounts","Count",155
"2013","S01002116","With Single Adult Discounts","Count",153
"2008","S01002116","With Single Adult Discounts","Count",163
"2010","S01002116","Which Are Vacant","Count",2
"2008","S01002116","Which Are Vacant","Count",5
"2014","S01002116","Which Are Vacant","Count",8
"2009","S01002116","Which Are Vacant","Count",9
"2011","S01002116","Which Are Vacant","Count",7
"2007","S01002116","Which Are Vacant","Count",5
"2012","S01002116","Which Are Vacant","Count",8
"2013","S01002116","Which Are Vacant","Count",9
"2009","S01002116","Total Dwellings","Count",410
"2013","S01002116","Total Dwellings","Count",410
"2007","S01002116","Total Dwellings","Count",412
"2011","S01002116","Total Dwellings","Count",409
"2010","S01002116","Total Dwellings","Count",411
"2014","S01002116","Total Dwellings","Count",431
"2012","S01002116","Total Dwellings","Count",409
"2008","S01002116","Total Dwellings","Count",411
"2014","S01002116","Which Are Occupied","Count",423
"2007","S01002116","Which Are Occupied","Count",404
"2013","S01002116","Which Are Occupied","Count",396
"2012","S01002116","Which Are Occupied","Count",401
"2011","S01002116","Which Are Occupied","Count",400
"2010","S01002116","Which Are Occupied","Count",405
"2008","S01002116","Which Are Occupied","Count",404
"2009","S01002116","Which Are Occupied","Count",396
"2008","S01002116","Which Are Occupied","Ratio",98
"2007","S01002116","Which Are Vacant","Ratio",1
"2009","S01002116","Which Are Occupied","Ratio",97
"2013","S01002116","Which Are Second Homes","Ratio",1
"2007","S01002116","Which Are Second Homes","Ratio",1
"2007","S01002116","Which Are Occupied","Ratio",98
"2014","S01002116","Which Are Occupied","Ratio",98
"2013","S01002116","Which Are Occupied","Ratio",97
"2009","S01002116","With Single Adult Discounts","Ratio",38
"2012","S01002116","Which Are Occupied","Ratio",98
"2011","S01002116","Which Are Occupied","Ratio",98
"2011","S01002116","Which Are Vacant","Ratio",2
"2011","S01002116","Which Are Second Homes","Ratio",1
"2009","S01002116","Which Are Second Homes","Ratio",1
"2010","S01002116","Which Are Occupied","Ratio",99
"2014","S01002116","Which Are Second Homes","Ratio",0
"2009","S01002116","Which Are Vacant","Ratio",2
"2007","S01002116","With 'Occupied Exemptions'","Ratio",3
"2008","S01002116","With 'Occupied Exemptions'","Ratio",3
"2012","S01002116","Which Are Vacant","Ratio",2
"2009","S01002116","With 'Occupied Exemptions'","Ratio",2
"2010","S01002116","With Single Adult Discounts","Ratio",38
"2013","S01002116","Which Are Vacant","Ratio",2
"2010","S01002116","With 'Occupied Exemptions'","Ratio",2
"2011","S01002116","With 'Occupied Exemptions'","Ratio",3
"2011","S01002116","With Single Adult Discounts","Ratio",37
"2012","S01002116","With 'Occupied Exemptions'","Ratio",3
"2008","S01002116","Which Are Vacant","Ratio",1
"2013","S01002116","With 'Occupied Exemptions'","Ratio",4
"2014","S01002116","With Single Adult Discounts","Ratio",36
"2014","S01002116","With 'Occupied Exemptions'","Ratio",4
"2012","S01002116","With Single Adult Discounts","Ratio",38
"2014","S01002116","Which Are Vacant","Ratio",2
"2007","S01002116","With Single Adult Discounts","Ratio",43
"2010","S01002116","Which Are Vacant","Ratio",0
"2010","S01002116","Which Are Second Homes","Ratio",1
"2008","S01002116","Which Are Second Homes","Ratio",1
"2013","S01002116","With Single Adult Discounts","Ratio",37
"2012","S01002116","Which Are Second Homes","Ratio",0
"2008","S01002116","With Single Adult Discounts","Ratio",40
"2012","S01002117","With Single Adult Discounts","Count",194
"2011","S01002117","With Single Adult Discounts","Count",193
"2009","S01002117","With Single Adult Discounts","Count",197
"2013","S01002117","Which Are Occupied","Count",443
"2008","S01002117","Which Are Occupied","Count",438
"2008","S01002117","With Single Adult Discounts","Count",209
"2013","S01002117","With Single Adult Discounts","Count",198
"2007","S01002117","With Single Adult Discounts","Count",214
"2013","S01002117","With 'Occupied Exemptions'","Count",73
"2011","S01002117","With 'Occupied Exemptions'","Count",81
"2011","S01002117","Which Are Occupied","Count",422
"2014","S01002117","With Single Adult Discounts","Count",183
"2009","S01002117","With 'Occupied Exemptions'","Count",95
"2008","S01002117","With 'Occupied Exemptions'","Count",92
"2010","S01002117","With Single Adult Discounts","Count",200
"2009","S01002117","Which Are Occupied","Count",448
"2007","S01002117","Which Are Second Homes","Count",38
"2009","S01002117","Which Are Vacant","Count",17
"2010","S01002117","Which Are Occupied","Count",441
"2012","S01002117","Which Are Occupied","Count",430
"2012","S01002117","Which Are Vacant","Count",21
"2008","S01002117","Which Are Second Homes","Count",42
"2007","S01002117","Which Are Occupied","Count",436
"2009","S01002117","Which Are Second Homes","Count",34
"2008","S01002117","Which Are Vacant","Count",23
"2013","S01002117","Which Are Vacant","Count",21
"2007","S01002117","Which Are Vacant","Count",22
"2014","S01002117","Which Are Occupied","Count",438
"2010","S01002117","Which Are Vacant","Count",22
"2014","S01002117","Which Are Vacant","Count",28
"2010","S01002117","Which Are Second Homes","Count",31
"2011","S01002117","Which Are Vacant","Count",28
"2012","S01002117","Total Dwellings","Count",491
"2011","S01002117","Total Dwellings","Count",496
"2009","S01002117","Total Dwellings","Count",499
"2013","S01002117","Total Dwellings","Count",499
"2008","S01002117","Total Dwellings","Count",502
"2014","S01002117","Total Dwellings","Count",488
"2007","S01002117","Total Dwellings","Count",495
"2010","S01002117","Total Dwellings","Count",495
"2011","S01002117","Which Are Second Homes","Count",45
"2014","S01002117","With 'Occupied Exemptions'","Count",71
"2010","S01002117","With 'Occupied Exemptions'","Count",87
"2012","S01002117","Which Are Second Homes","Count",40
"2012","S01002117","With 'Occupied Exemptions'","Count",85
"2013","S01002117","Which Are Second Homes","Count",35
"2014","S01002117","Which Are Second Homes","Count",22
"2007","S01002117","With 'Occupied Exemptions'","Count",96
"2009","S01002117","Which Are Occupied","Ratio",90
"2010","S01002117","Which Are Occupied","Ratio",89
"2013","S01002117","Which Are Occupied","Ratio",89
"2008","S01002117","Which Are Occupied","Ratio",87
"2014","S01002117","Which Are Occupied","Ratio",90
"2012","S01002117","Which Are Occupied","Ratio",88
"2007","S01002117","Which Are Occupied","Ratio",88
"2011","S01002117","Which Are Occupied","Ratio",85
"2011","S01002117","With 'Occupied Exemptions'","Ratio",16
"2008","S01002117","With 'Occupied Exemptions'","Ratio",18
"2010","S01002117","With 'Occupied Exemptions'","Ratio",18
"2007","S01002117","With 'Occupied Exemptions'","Ratio",19
"2014","S01002117","With 'Occupied Exemptions'","Ratio",15
"2012","S01002117","With 'Occupied Exemptions'","Ratio",17
"2009","S01002117","With 'Occupied Exemptions'","Ratio",19
"2013","S01002117","With 'Occupied Exemptions'","Ratio",15
"2007","S01002117","Which Are Second Homes","Ratio",8
"2008","S01002117","Which Are Second Homes","Ratio",8
"2009","S01002117","Which Are Second Homes","Ratio",7
"2010","S01002117","Which Are Second Homes","Ratio",6
"2011","S01002117","Which Are Second Homes","Ratio",9
"2012","S01002117","Which Are Second Homes","Ratio",8
"2013","S01002117","Which Are Second Homes","Ratio",7
"2014","S01002117","Which Are Second Homes","Ratio",4
"2013","S01002117","With Single Adult Discounts","Ratio",40
"2012","S01002117","With Single Adult Discounts","Ratio",39
"2007","S01002117","With Single Adult Discounts","Ratio",43
"2014","S01002117","With Single Adult Discounts","Ratio",38
"2009","S01002117","With Single Adult Discounts","Ratio",40
"2010","S01002117","With Single Adult Discounts","Ratio",40
"2011","S01002117","With Single Adult Discounts","Ratio",39
"2008","S01002117","With Single Adult Discounts","Ratio",42
"2011","S01002117","Which Are Vacant","Ratio",6
"2009","S01002117","Which Are Vacant","Ratio",3
"2008","S01002117","Which Are Vacant","Ratio",5
"2012","S01002117","Which Are Vacant","Ratio",4
"2013","S01002117","Which Are Vacant","Ratio",4
"2014","S01002117","Which Are Vacant","Ratio",6
"2007","S01002117","Which Are Vacant","Ratio",4
"2010","S01002117","Which Are Vacant","Ratio",4
"2012","S01002118","With Single Adult Discounts","Count",272
"2011","S01002118","With Single Adult Discounts","Count",267
"2009","S01002118","With Single Adult Discounts","Count",252
"2013","S01002118","Which Are Occupied","Count",611
"2008","S01002118","Which Are Occupied","Count",606
"2008","S01002118","With Single Adult Discounts","Count",257
"2013","S01002118","With Single Adult Discounts","Count",266
"2007","S01002118","With Single Adult Discounts","Count",259
"2013","S01002118","With 'Occupied Exemptions'","Count",170
"2011","S01002118","With 'Occupied Exemptions'","Count",158
"2011","S01002118","Which Are Occupied","Count",583
"2014","S01002118","With Single Adult Discounts","Count",261
"2009","S01002118","With 'Occupied Exemptions'","Count",161
"2008","S01002118","With 'Occupied Exemptions'","Count",182
"2010","S01002118","With Single Adult Discounts","Count",275
"2009","S01002118","Which Are Occupied","Count",581
"2007","S01002118","Which Are Second Homes","Count",27
"2009","S01002118","Which Are Vacant","Count",18
"2010","S01002118","Which Are Occupied","Count",633
"2012","S01002118","Which Are Occupied","Count",594
"2012","S01002118","Which Are Vacant","Count",9
"2008","S01002118","Which Are Second Homes","Count",27
"2007","S01002118","Which Are Occupied","Count",622
"2009","S01002118","Which Are Second Homes","Count",29
"2008","S01002118","Which Are Vacant","Count",13
"2013","S01002118","Which Are Vacant","Count",11
"2007","S01002118","Which Are Vacant","Count",14
"2014","S01002118","Which Are Occupied","Count",586
"2010","S01002118","Which Are Vacant","Count",13
"2014","S01002118","Which Are Vacant","Count",36
"2010","S01002118","Which Are Second Homes","Count",31
"2011","S01002118","Which Are Vacant","Count",9
"2012","S01002118","Total Dwellings","Count",647
"2011","S01002118","Total Dwellings","Count",628
"2009","S01002118","Total Dwellings","Count",628
"2013","S01002118","Total Dwellings","Count",652
"2008","S01002118","Total Dwellings","Count",645
"2014","S01002118","Total Dwellings","Count",635
"2007","S01002118","Total Dwellings","Count",664
"2010","S01002118","Total Dwellings","Count",677
"2011","S01002118","Which Are Second Homes","Count",36
"2014","S01002118","With 'Occupied Exemptions'","Count",162
"2010","S01002118","With 'Occupied Exemptions'","Count",201
"2012","S01002118","Which Are Second Homes","Count",43
"2012","S01002118","With 'Occupied Exemptions'","Count",177
"2013","S01002118","Which Are Second Homes","Count",31
"2014","S01002118","Which Are Second Homes","Count",13
"2007","S01002118","With 'Occupied Exemptions'","Count",202
"2009","S01002118","Which Are Occupied","Ratio",92
"2010","S01002118","Which Are Occupied","Ratio",93
"2013","S01002118","Which Are Occupied","Ratio",94
"2008","S01002118","Which Are Occupied","Ratio",94
"2014","S01002118","Which Are Occupied","Ratio",92
"2012","S01002118","Which Are Occupied","Ratio",92
"2007","S01002118","Which Are Occupied","Ratio",94
"2011","S01002118","Which Are Occupied","Ratio",93
"2011","S01002118","With 'Occupied Exemptions'","Ratio",25
"2008","S01002118","With 'Occupied Exemptions'","Ratio",28
"2010","S01002118","With 'Occupied Exemptions'","Ratio",30
"2007","S01002118","With 'Occupied Exemptions'","Ratio",30
"2014","S01002118","With 'Occupied Exemptions'","Ratio",26
"2012","S01002118","With 'Occupied Exemptions'","Ratio",27
"2009","S01002118","With 'Occupied Exemptions'","Ratio",26
"2013","S01002118","With 'Occupied Exemptions'","Ratio",26
"2007","S01002118","Which Are Second Homes","Ratio",4
"2008","S01002118","Which Are Second Homes","Ratio",4
"2009","S01002118","Which Are Second Homes","Ratio",5
"2010","S01002118","Which Are Second Homes","Ratio",5
"2011","S01002118","Which Are Second Homes","Ratio",6
"2012","S01002118","Which Are Second Homes","Ratio",7
"2013","S01002118","Which Are Second Homes","Ratio",5
"2014","S01002118","Which Are Second Homes","Ratio",2
"2013","S01002118","With Single Adult Discounts","Ratio",41
"2012","S01002118","With Single Adult Discounts","Ratio",42
"2007","S01002118","With Single Adult Discounts","Ratio",39
"2014","S01002118","With Single Adult Discounts","Ratio",41
"2009","S01002118","With Single Adult Discounts","Ratio",40
"2010","S01002118","With Single Adult Discounts","Ratio",41
"2011","S01002118","With Single Adult Discounts","Ratio",43
"2008","S01002118","With Single Adult Discounts","Ratio",40
"2011","S01002118","Which Are Vacant","Ratio",1
"2009","S01002118","Which Are Vacant","Ratio",3
"2008","S01002118","Which Are Vacant","Ratio",2
"2012","S01002118","Which Are Vacant","Ratio",1
"2013","S01002118","Which Are Vacant","Ratio",2
"2014","S01002118","Which Are Vacant","Ratio",6
"2007","S01002118","Which Are Vacant","Ratio",2
"2010","S01002118","Which Are Vacant","Ratio",2
"2012","S01002119","With Single Adult Discounts","Count",149
"2011","S01002119","With Single Adult Discounts","Count",157
"2009","S01002119","With Single Adult Discounts","Count",158
"2013","S01002119","Which Are Occupied","Count",298
"2008","S01002119","Which Are Occupied","Count",301
"2008","S01002119","With Single Adult Discounts","Count",162
"2013","S01002119","With Single Adult Discounts","Count",143
"2007","S01002119","With Single Adult Discounts","Count",166
"2013","S01002119","With 'Occupied Exemptions'","Count",10
"2011","S01002119","With 'Occupied Exemptions'","Count",9
"2011","S01002119","Which Are Occupied","Count",301
"2014","S01002119","With Single Adult Discounts","Count",136
"2009","S01002119","With 'Occupied Exemptions'","Count",7
"2008","S01002119","With 'Occupied Exemptions'","Count",7
"2010","S01002119","With Single Adult Discounts","Count",154
"2009","S01002119","Which Are Occupied","Count",297
"2007","S01002119","Which Are Second Homes","Count",2
"2009","S01002119","Which Are Vacant","Count",2
"2010","S01002119","Which Are Occupied","Count",299
"2012","S01002119","Which Are Occupied","Count",298
"2012","S01002119","Which Are Vacant","Count",3
"2008","S01002119","Which Are Second Homes","Count",2
"2007","S01002119","Which Are Occupied","Count",303
"2009","S01002119","Which Are Second Homes","Count",7
"2008","S01002119","Which Are Vacant","Count",4
"2013","S01002119","Which Are Vacant","Count",6
"2007","S01002119","Which Are Vacant","Count",3
"2014","S01002119","Which Are Occupied","Count",297
"2010","S01002119","Which Are Vacant","Count",5
"2014","S01002119","Which Are Vacant","Count",9
"2010","S01002119","Which Are Second Homes","Count",3
"2011","S01002119","Which Are Vacant","Count",4
"2012","S01002119","Total Dwellings","Count",307
"2011","S01002119","Total Dwellings","Count",307
"2009","S01002119","Total Dwellings","Count",307
"2013","S01002119","Total Dwellings","Count",307
"2008","S01002119","Total Dwellings","Count",307
"2014","S01002119","Total Dwellings","Count",306
"2007","S01002119","Total Dwellings","Count",308
"2010","S01002119","Total Dwellings","Count",307
"2011","S01002119","Which Are Second Homes","Count",2
"2014","S01002119","With 'Occupied Exemptions'","Count",11
"2010","S01002119","With 'Occupied Exemptions'","Count",10
"2012","S01002119","Which Are Second Homes","Count",5
"2012","S01002119","With 'Occupied Exemptions'","Count",7
"2013","S01002119","Which Are Second Homes","Count",3
"2014","S01002119","Which Are Second Homes","Count",0
"2007","S01002119","With 'Occupied Exemptions'","Count",10
"2009","S01002119","Which Are Occupied","Ratio",97
"2010","S01002119","Which Are Occupied","Ratio",97
"2013","S01002119","Which Are Occupied","Ratio",97
"2008","S01002119","Which Are Occupied","Ratio",98
"2014","S01002119","Which Are Occupied","Ratio",97
"2012","S01002119","Which Are Occupied","Ratio",97
"2007","S01002119","Which Are Occupied","Ratio",98
"2011","S01002119","Which Are Occupied","Ratio",98
"2011","S01002119","With 'Occupied Exemptions'","Ratio",3
"2008","S01002119","With 'Occupied Exemptions'","Ratio",2
"2010","S01002119","With 'Occupied Exemptions'","Ratio",3
"2007","S01002119","With 'Occupied Exemptions'","Ratio",3
"2014","S01002119","With 'Occupied Exemptions'","Ratio",4
"2012","S01002119","With 'Occupied Exemptions'","Ratio",2
"2009","S01002119","With 'Occupied Exemptions'","Ratio",2
"2013","S01002119","With 'Occupied Exemptions'","Ratio",3
"2007","S01002119","Which Are Second Homes","Ratio",1
"2008","S01002119","Which Are Second Homes","Ratio",1
"2009","S01002119","Which Are Second Homes","Ratio",2
"2010","S01002119","Which Are Second Homes","Ratio",1
"2011","S01002119","Which Are Second Homes","Ratio",1
"2012","S01002119","Which Are Second Homes","Ratio",2
"2013","S01002119","Which Are Second Homes","Ratio",1
"2014","S01002119","Which Are Second Homes","Ratio",0
"2013","S01002119","With Single Adult Discounts","Ratio",47
"2012","S01002119","With Single Adult Discounts","Ratio",48
"2007","S01002119","With Single Adult Discounts","Ratio",54
"2014","S01002119","With Single Adult Discounts","Ratio",45
"2009","S01002119","With Single Adult Discounts","Ratio",51
"2010","S01002119","With Single Adult Discounts","Ratio",50
"2011","S01002119","With Single Adult Discounts","Ratio",51
"2008","S01002119","With Single Adult Discounts","Ratio",53
"2011","S01002119","Which Are Vacant","Ratio",1
"2009","S01002119","Which Are Vacant","Ratio",1
"2008","S01002119","Which Are Vacant","Ratio",1
"2012","S01002119","Which Are Vacant","Ratio",1
"2013","S01002119","Which Are Vacant","Ratio",2
"2014","S01002119","Which Are Vacant","Ratio",3
"2007","S01002119","Which Are Vacant","Ratio",1
"2010","S01002119","Which Are Vacant","Ratio",2
"2012","S01002120","With Single Adult Discounts","Count",111
"2011","S01002120","With Single Adult Discounts","Count",111
"2009","S01002120","With Single Adult Discounts","Count",120
"2008","S01002120","Which Are Occupied","Count",316
"2011","S01002120","With 'Occupied Exemptions'","Count",5
"2008","S01002120","With Single Adult Discounts","Count",118
"2013","S01002120","With Single Adult Discounts","Count",114
"2007","S01002120","With Single Adult Discounts","Count",121
"2013","S01002120","With 'Occupied Exemptions'","Count",8
"2009","S01002120","With 'Occupied Exemptions'","Count",3
"2011","S01002120","Which Are Occupied","Count",320
"2014","S01002120","With Single Adult Discounts","Count",111
"2007","S01002120","With 'Occupied Exemptions'","Count",7
"2008","S01002120","With 'Occupied Exemptions'","Count",2
"2010","S01002120","With Single Adult Discounts","Count",122
"2009","S01002120","Which Are Occupied","Count",318
"2009","S01002120","Which Are Vacant","Count",4
"2007","S01002120","Which Are Second Homes","Count",1
"2010","S01002120","Which Are Occupied","Count",316
"2007","S01002120","Which Are Occupied","Count",321
"2012","S01002120","Which Are Vacant","Count",0
"2008","S01002120","Which Are Second Homes","Count",3
"2012","S01002120","Which Are Occupied","Count",317
"2009","S01002120","Which Are Second Homes","Count",2
"2008","S01002120","Which Are Vacant","Count",7
"2013","S01002120","Which Are Vacant","Count",3
